winery,wine,year,is_non_vintage,rating,num_reviews,region,region_grouped,price,price_log,type,body,acidity
Pago de Los Capellanes,Crianza Tinto,2018,FALSE,4.3,2705,Ribera del Duero,Ribera del Duero,24.5,1.3892,Ribera Del Duero Red,NA,NA
Pintia,Toro,2007,FALSE,4.3,2575,Toro,Toro,93.5,1.9708,Toro Red,NA,NA
Bodega Numanthia,Numanthia,2012,FALSE,4.3,2453,Toro,Toro,99.9,1.9996,Toro Red,NA,NA
R. Lopez de Heredia,Vina Tondonia Reserva,2009,FALSE,4.3,2423,Rioja,Rioja,35.09,1.5452,Rioja Red,NA,NA
Benjamin de Rothschild - Vega Sicilia,Macan Clasico,2014,FALSE,4.3,2341,Rioja,Rioja,36.8,1.5658,Rioja Red,NA,NA
Pago de Los Capellanes,Reserva Tinto,2015,FALSE,4.3,2295,Ribera del Duero,Ribera del Duero,80.35,1.905,Ribera Del Duero Red,NA,NA
Bodega Numanthia,Numanthia,2014,FALSE,4.3,2241,Toro,Toro,46.0,1.6628,Toro Red,NA,NA
Benjamin de Rothschild - Vega Sicilia,Macan Clasico,2015,FALSE,4.3,2241,Rioja,Rioja,50.41,1.7025,Rioja Red,NA,NA
Pintia,Toro,2009,FALSE,4.3,2062,Toro,Toro,150.0,2.1761,Toro Red,NA,NA
Matsu,El Viejo,2016,FALSE,4.3,2013,Toro,Toro,33.95,1.5308,Toro Red,NA,NA
Pago de Los Capellanes,Reserva Tinto,2014,FALSE,4.3,1924,Ribera del Duero,Ribera del Duero,48.6377226796774,1.687,Ribera Del Duero Red,NA,NA
Tomas Postigo,3er Ano Ribera del Duero Tinto,2016,FALSE,4.3,1914,Ribera del Duero,Ribera del Duero,27.29,1.436,Ribera Del Duero Red,5,3
Aalto,Tinto,2016,FALSE,4.3,1884,Ribera del Duero,Ribera del Duero,65.9,1.8189,Ribera Del Duero Red,5,3
Bodegas San Roman,Tinto,2015,FALSE,4.3,1846,Toro,Toro,33.66,1.5271,Toro Red,5,3
Bodegas San Roman,Tinto,2012,FALSE,4.3,1824,Toro,Toro,190.0,2.2788,Toro Red,5,3
Familia Torres,Mas La Plana Cabernet Sauvignon,2015,FALSE,4.3,1797,Penedes,Other,55.0,1.7404,Cabernet Sauvignon,4,3
Bodegas San Roman,Tinto,2016,FALSE,4.3,1749,Toro,Toro,26.9,1.4298,Toro Red,5,3
Bodega Numanthia,Numanthia,2015,FALSE,4.3,1743,Toro,Toro,36.9,1.567,Toro Red,5,3
Bodegas Valduero,Ribera del Duero Una Cepa I,2015,FALSE,4.3,1645,Ribera del Duero,Ribera del Duero,25.95,1.4141,Ribera Del Duero Red,5,3
Pago de Los Capellanes,Reserva Tinto,2016,FALSE,4.3,1638,Ribera del Duero,Ribera del Duero,34.5,1.5378,Ribera Del Duero Red,5,3
Imperial,Rioja Gran Reserva,2012,FALSE,4.3,1615,Rioja,Rioja,47.9,1.6803,Rioja Red,4,3
Alto Moncayo,Garnacha,2014,FALSE,4.3,1544,Campo de Borja,Other,36.94,1.5675,Grenache,5,3
La Rioja Alta,Rioja Gran Reserva 904,1998,FALSE,4.3,1528,Rioja,Rioja,75.0,1.8751,Rioja Red,4,3
La Rioja Alta,Vina Arana Gran Reserva,2014,FALSE,4.3,1525,Rioja,Rioja,24.9,1.3962,Rioja Red,4,3
Remirez de Ganuza,Rioja Reserva,2006,FALSE,4.3,1493,Rioja,Rioja,58.0,1.7634,Rioja Red,4,3
La Rioja Alta,Vina Arana Gran Reserva,2012,FALSE,4.3,1471,Rioja,Rioja,32.55,1.5126,Rioja Red,4,3
Bosque de Matasnos,Bosque de Matasnos Etiqueta Blanca,2018,FALSE,4.3,1465,Ribera del Duero,Ribera del Duero,26.9,1.4298,Ribera Del Duero Red,5,3
Gonzalez-Byass,Matusalem Sherry VORS,,TRUE,4.3,1452,Jerez Oloroso,Other,63.34,1.8017,Sherry,4,3
Marques de Vargas,Reserva Privada Rioja,2014,FALSE,4.3,1367,Rioja,Rioja,37.9,1.5786,Rioja Red,4,3
Bodegas Valduero,Ribera del Duero Una Cepa I,2014,FALSE,4.3,1362,Ribera del Duero,Ribera del Duero,46.95,1.6716,Ribera Del Duero Red,5,3
Bodegas Roda,Roda I Reserva Rioja,2008,FALSE,4.3,1330,Rioja,Rioja,39.22,1.5935,Rioja Red,4,3
Luis Canas,Reserva Seleccion de la Familia,2016,FALSE,4.3,1282,Rioja,Rioja,18.5,1.2672,Rioja Red,4,3
Gonzalez-Byass,Apostoles 30 Years Old Sherry,,TRUE,4.3,1247,Jerez Palo Cortado,Other,74.0,1.8692,Sherry,4,3
Vinicola Real,200 Monges Rioja Reserva,2010,FALSE,4.3,1230,Rioja,Rioja,35.0,1.5441,Rioja Red,4,3
Tinto Pesquera,Reserva,2016,FALSE,4.3,1230,Ribera del Duero,Ribera del Duero,26.7597646010531,1.4275,Ribera Del Duero Red,5,3
Belondrade,Belondrade y Lurton,2015,FALSE,4.3,1230,Rueda,Other,32.7,1.5145,Verdejo,3,3
Ossian,Vinas Viejas Verdejo,2016,FALSE,4.3,1181,Castilla y Leon,Other,49.0,1.6902,Verdejo,3,3
Teso La Monja,Victorino,2014,FALSE,4.3,1178,Toro,Toro,38.0,1.5798,Toro Red,5,3
Garmon,Ribera del Duero,2016,FALSE,4.3,1119,Ribera del Duero,Ribera del Duero,33.59,1.5262,Ribera Del Duero Red,5,3
Marques de Murrieta,Gran Reserva Rioja (Finca Ygay),2011,FALSE,4.3,1118,Rioja,Rioja,94.95,1.9775,Rioja Red,4,3
Marques de Caceres,Gaudium,2012,FALSE,4.3,1116,Rioja,Rioja,36.91,1.5671,Rioja Red,4,3
Volver,Triga,2014,FALSE,4.3,1114,Alicante,Alicante,30.67,1.4867,Red,4,3
Vinedos de Paganos,El Puntido,2014,FALSE,4.3,1067,Rioja,Rioja,86.15,1.9353,Rioja Red,4,3
Williams & Humbert,Don Guido Pedro Ximenez Solera Especial Aged 20 Years,,TRUE,4.3,1057,Jerez-Xeres-Sherry,Jerez-Xeres-Sherry,32.9,1.5172,Pedro Ximenez,5,1
Luis Canas,Reserva Seleccion de la Familia,2014,FALSE,4.3,1022,Rioja,Rioja,17.07,1.2322,Rioja Red,4,3
Pago de Los Capellanes,Crianza Tinto,2019,FALSE,4.3,1011,Ribera del Duero,Ribera del Duero,19.45,1.2889,Ribera Del Duero Red,5,3
Marques de Riscal,Rioja Gran Reserva,2013,FALSE,4.3,995,Rioja,Rioja,39.9,1.601,Rioja Red,4,3
Tresmano - Tr3smano,Vendimia,2016,FALSE,4.3,930,Ribera del Duero,Ribera del Duero,28.65,1.4571,Ribera Del Duero Red,5,3
Vinedos de Paganos,El Puntido,2015,FALSE,4.3,929,Rioja,Rioja,33.82,1.5292,Rioja Red,4,3
Marques de Murrieta,Dalmau Rioja,2012,FALSE,4.3,916,Rioja,Rioja,67.95,1.8322,Rioja Red,4,3
Marques de Murrieta,Dalmau Rioja,2013,FALSE,4.3,912,Rioja,Rioja,60.95,1.785,Rioja Red,4,3
Marques de Vargas,Gran Reserva Rioja,2011,FALSE,4.3,901,Rioja,Rioja,35.01,1.5442,Rioja Red,4,3
Muga,Torre Muga,2011,FALSE,4.3,900,Rioja,Rioja,69.95,1.8448,Rioja Red,4,3
Ossian,Vinas Viejas Verdejo,2018,FALSE,4.3,885,Castilla y Leon,Other,28.18,1.4499,Verdejo,3,3
Teso La Monja,Victorino,2013,FALSE,4.3,878,Toro,Toro,34.22,1.5343,Toro Red,5,3
Imperial,Rioja Gran Reserva,2014,FALSE,4.3,835,Rioja,Rioja,49.75,1.6968,Rioja Red,4,3
Ferrer Bobet,Priorat Vinyes Velles,2016,FALSE,4.3,828,Priorato,Priorato,33.95,1.5308,Priorat Red,4,3
La Vicalanda,Reserva,2014,FALSE,4.3,818,Rioja,Rioja,21.5,1.3324,Rioja Red,4,3
Alvaro Palacios,Finca Dofi,2012,FALSE,4.3,814,Priorato,Priorato,80.0,1.9031,Priorat Red,4,3
Senorio de San Vicente,San Vicente Rioja,2014,FALSE,4.3,811,Rioja,Rioja,36.0,1.5563,Rioja Red,4,3
Imperial,Rioja Reserva,2017,FALSE,4.3,799,Rioja,Rioja,25.45,1.4057,Rioja Red,4,3
La Rioja Alta,Vina Ardanza Reserva,2010,FALSE,4.3,783,Rioja,Rioja,17.16,1.2345,Rioja Red,4,3
Pintia,Toro,2004,FALSE,4.3,760,Toro,Toro,116.9,2.0678,Toro Red,5,3
Vinicola Real,200 Monges Rioja Reserva,2009,FALSE,4.3,760,Rioja,Rioja,39.5,1.5966,Rioja Red,4,3
Vinedos de Paganos,El Puntido Gran Reserva,2006,FALSE,4.3,754,Rioja,Rioja,40.0,1.6021,Rioja Red,4,3
Marques de Murrieta,Gran Reserva Rioja (Finca Ygay),2012,FALSE,4.3,749,Rioja,Rioja,39.78,1.5997,Rioja Red,4,3
Anima Negra,An,2017,FALSE,4.3,740,Mallorca,Mallorca,39.98,1.6018,Red,4,3
Muga,Torre Muga,2014,FALSE,4.3,728,Rioja,Rioja,69.9,1.8445,Rioja Red,4,3
Senorio de San Vicente,San Vicente Rioja,2007,FALSE,4.3,724,Rioja,Rioja,77.7,1.8904,Rioja Red,4,3
Clos Mogador,Priorat,2009,FALSE,4.3,723,Priorato,Priorato,95.0,1.9777,Priorat Red,4,3
Bodegas Vilano,La Baraja,2016,FALSE,4.3,716,Ribera del Duero,Ribera del Duero,24.9,1.3962,Ribera Del Duero Red,5,3
Bodegas San Roman,Tinto,2018,FALSE,4.3,693,Toro,Toro,25.9,1.4133,Toro Red,5,3
Castillo Perelada,Finca Malaveina,2017,FALSE,4.3,687,Emporda,Other,22.5,1.3522,Red,4,3
Marques de Murrieta,Gran Reserva Rioja (Finca Ygay),2014,FALSE,4.3,685,Rioja,Rioja,50.0,1.699,Rioja Red,4,3
Remelluri,Granja Gran Reserva Rioja,2009,FALSE,4.3,682,Rioja,Rioja,57.8,1.7619,Rioja Red,4,3
Marques de Riscal,Reserva XR,2016,FALSE,4.3,676,Rioja,Rioja,21.24,1.3272,Rioja Red,4,3
Condado de Haza,Alenza Ribera del Duero Gran Reserva,2006,FALSE,4.3,675,Ribera del Duero,Ribera del Duero,70.0,1.8451,Ribera Del Duero Red,5,3
Enate,Chardonnay Fermentado en Barrica,2019,FALSE,4.3,674,Somontano,Other,15.75,1.1973,Chardonnay,4,3
Ordonez,Vatan Tinta de Toro,2016,FALSE,4.3,665,Toro,Toro,26.0,1.415,Toro Red,5,3
Lan,A Mano Rioja,2016,FALSE,4.3,663,Rioja,Rioja,25.8208254922442,1.412,Rioja Red,4,3
Marques de Riscal,Baron de Chirel Rioja Reserva,2014,FALSE,4.3,661,Rioja,Rioja,62.95,1.799,Rioja Red,4,3
Volver,Alicante Bouschet by Tarima,2017,FALSE,4.3,658,Alicante,Alicante,17.15,1.2343,Red,4,3
Arzuaga,Reserva Ribera del Duero,2014,FALSE,4.3,641,Ribera del Duero,Ribera del Duero,33.9,1.5302,Ribera Del Duero Red,5,3
Alvaro Palacios,Finca Dofi,2011,FALSE,4.3,613,Priorato,Priorato,80.0,1.9031,Priorat Red,4,3
Alvaro Palacios,Finca Dofi,2013,FALSE,4.3,605,Priorato,Priorato,80.0,1.9031,Priorat Red,4,3
Enate,Chardonnay Fermentado en Barrica,2018,FALSE,4.3,603,Somontano,Other,16.9,1.2279,Chardonnay,4,3
Garmon,Ribera del Duero,2017,FALSE,4.3,598,Ribera del Duero,Ribera del Duero,40.92,1.6119,Ribera Del Duero Red,5,3
Clos Mogador,Priorat,2008,FALSE,4.3,592,Priorato,Priorato,95.0,1.9777,Priorat Red,4,3
Bodegas Tradicion,Oloroso Tradicion Vors 30 Years,,TRUE,4.3,590,Jerez Oloroso,Other,58.9,1.7701,Sherry,4,3
Pazo Senorans,Seleccion de Anada Albarino Rias Baixas,2011,FALSE,4.3,582,Rias Baixas,Rias Baixas,30.887605,1.4898,Albarino,3,3
Carmelo Rodero,Ribera del Duero TSM,2019,FALSE,4.3,577,Ribera del Duero,Ribera del Duero,67.5,1.8293,Ribera Del Duero Red,5,3
Abadia Retuerta,Pago Valdebellon,2015,FALSE,4.3,569,Sardon de Duero,Other,67.45,1.829,Cabernet Sauvignon,4,3
Figuero,Vinas Viejas,2016,FALSE,4.3,567,Ribera del Duero,Ribera del Duero,16.5,1.2175,Ribera Del Duero Red,5,3
Lan,A Mano Rioja,2012,FALSE,4.3,559,Rioja,Rioja,30.71,1.4873,Rioja Red,4,3
Dominio de Atauta,Dominio de Atauta,2017,FALSE,4.3,556,Ribera del Duero,Ribera del Duero,25.25,1.4023,Ribera Del Duero Red,5,3
Protos,Gran Reserva,2014,FALSE,4.3,553,Ribera del Duero,Ribera del Duero,41.95,1.6227,Ribera Del Duero Red,5,3
Dominio de Cair,Tierras de Cair Reserva,2012,FALSE,4.3,535,Ribera del Duero,Ribera del Duero,38.3,1.5832,Ribera Del Duero Red,5,3
Carmelo Rodero,Crianza,2019,FALSE,4.3,533,Ribera del Duero,Ribera del Duero,19.95,1.2999,Ribera Del Duero Red,5,3
Protos,Seleccion Finca el Grajo Viejo,2014,FALSE,4.3,530,Ribera del Duero,Ribera del Duero,59.87,1.7772,Ribera Del Duero Red,5,3
Familia Torres,Perpetual,2016,FALSE,4.3,530,Priorato,Priorato,63.5,1.8028,Priorat Red,4,3
Clos Erasmus,Laurel,2017,FALSE,4.3,527,Priorato,Priorato,46.88,1.671,Priorat Red,4,3
Clos Mogador,Priorat,2006,FALSE,4.3,527,Priorato,Priorato,95.0,1.9777,Priorat Red,4,3
Alvaro Palacios,Finca Dofi,2017,FALSE,4.3,522,Priorato,Priorato,99.9,1.9996,Priorat Red,4,3
Teso La Monja,Victorino,2011,FALSE,4.3,517,Toro,Toro,47.01,1.6722,Toro Red,5,3
Dominio de Cair,Seleccion La Aguilera,2016,FALSE,4.3,511,Ribera del Duero,Ribera del Duero,15.9,1.2014,Ribera Del Duero Red,5,3
Torre de Ona,Finca Martelo,2015,FALSE,4.3,512,Rioja,Rioja,21.15,1.3253,Rioja Red,4,3
Ferrer Bobet,Priorat Vinyes Velles,2011,FALSE,4.3,501,Priorato,Priorato,49.9,1.6981,Priorat Red,4,3
Remirez de Ganuza,Rioja Blanco,2018,FALSE,4.3,495,Rioja,Rioja,23.83,1.3771,Rioja White,3,3
Lustau,Pedro Ximenez Murillo Seleccion del Centenario,,TRUE,4.3,481,Jerez-Xeres-Sherry,Jerez-Xeres-Sherry,40.0,1.6021,Pedro Ximenez,5,1
Vinedos de Paganos,El Puntido,2016,FALSE,4.3,474,Rioja,Rioja,33.0,1.5185,Rioja Red,4,3
Abadia Retuerta,Pago Negralada,2015,FALSE,4.3,474,Sardon de Duero,Other,67.82,1.8314,Tempranillo,4,2
Ramon Bilbao,Mirto,2014,FALSE,4.3,473,Rioja,Rioja,48.34,1.6843,Rioja Red,4,3
Muga,Torre Muga,2005,FALSE,4.3,468,Rioja,Rioja,99.9,1.9996,Rioja Red,4,3
Alvaro Palacios,Vi de Vila Gratallops,2017,FALSE,4.3,463,Priorato,Priorato,54.9,1.7396,Priorat Red,4,3
Martinet,Clos Martinet,2005,FALSE,4.3,461,Priorato,Priorato,116.05,2.0646,Priorat Red,4,3
Alvaro Palacios,Vi de Vila Gratallops,2016,FALSE,4.3,461,Priorato,Priorato,48.75,1.688,Priorat Red,4,3
Alion,Ribera del Duero,2000,FALSE,4.3,456,Ribera del Duero,Ribera del Duero,98.0,1.9912,Ribera Del Duero Red,5,3
Bodegas Faustino,I Gran Reserva,1964,FALSE,4.3,454,Rioja,Rioja,272.0,2.4346,Rioja Red,4,3
Contino,Rioja Gran Reserva,2015,FALSE,4.3,453,Rioja,Rioja,40.45,1.6069,Rioja Red,4,3
Bodegas Roda,Roda Reserva Rioja,2004,FALSE,4.3,452,Rioja,Rioja,81.35,1.9104,Rioja Red,4,3
Bodegas Faustino,I Gran Reserva,1970,FALSE,4.3,449,Rioja,Rioja,206.91,2.3158,Rioja Red,4,3
Ossian,Vinas Viejas Verdejo,2017,FALSE,4.3,449,Castilla y Leon,Other,42.0,1.6232,Verdejo,3,3
Monte Real,Gran Reserva,1998,FALSE,4.3,445,Rioja,Rioja,34.9,1.5428,Rioja Red,4,3
Hacienda Monasterio,Reserva,2013,FALSE,4.3,431,Ribera del Duero,Ribera del Duero,53.95,1.732,Ribera Del Duero Red,5,3
Remirez de Ganuza,Rioja Vina Coqueta,2008,FALSE,4.3,429,Rioja,Rioja,56.7603202298046,1.754,Rioja Red,4,3
Protos,Seleccion Finca el Grajo Viejo,2010,FALSE,4.3,427,Ribera del Duero,Ribera del Duero,62.74,1.7975,Ribera Del Duero Red,5,3
St. Petroni,Vermello Vermu,,TRUE,4.3,424,Galicia,Other,10.89,1.037,NA,NA,NA
Pintia,Toro,2003,FALSE,4.3,422,Toro,Toro,107.0,2.0294,Toro Red,5,3
Marques de Murrieta,Capellania Reserva,2016,FALSE,4.3,422,Rioja,Rioja,32.33,1.5096,Rioja White,3,3
Llanos Negros,Los Tabaqueros,2006,FALSE,4.3,419,La Palma,Other,21.95,1.3414,NA,NA,NA
Finca Torremilanos,Torre Albeniz Reserva Ribera del Duero,2016,FALSE,4.3,419,Ribera del Duero,Ribera del Duero,28.85,1.4601,Ribera Del Duero Red,5,3
Marques de Murrieta,Castillo Ygay Gran Reserva Especial Tinto,1998,FALSE,4.3,418,Rioja,Rioja,160.0,2.2041,Rioja Red,4,3
Aster,Finca El Otero,2016,FALSE,4.3,411,Ribera del Duero,Ribera del Duero,26.9,1.4298,Ribera Del Duero Red,5,3
Comenge,Familia Comenge Reserva,2016,FALSE,4.3,410,Ribera del Duero,Ribera del Duero,21.3,1.3284,Ribera Del Duero Red,5,3
Marques de Murrieta,Gran Reserva Rioja (Finca Ygay),2013,FALSE,4.3,405,Rioja,Rioja,42.0,1.6232,Rioja Red,4,3
Bodegas Valduero,Tierra Alta de 2 Cotas Reserva,2014,FALSE,4.3,407,Ribera del Duero,Ribera del Duero,30.5,1.4843,Ribera Del Duero Red,5,3
Marques de Murrieta,Castillo Ygay Gran Reserva Especial Tinto,1989,FALSE,4.3,404,Rioja,Rioja,160.0,2.2041,Rioja Red,4,3
Bodegas Aragonesas,Fagus de Coto de Hayas Garnacha,2017,FALSE,4.3,398,Aragon,Other,21.02,1.3226,Grenache,5,3
Mustiguillo,Finca Terrerazo,2018,FALSE,4.3,397,El Terrerazo,El Terrerazo,22.8,1.3579,Red,4,3
Clos Erasmus,Laurel,2018,FALSE,4.3,397,Priorato,Priorato,36.57,1.5631,Priorat Red,4,3
Alvaro Palacios,Finca Dofi,2009,FALSE,4.3,384,Priorato,Priorato,85.0,1.9294,Priorat Red,4,3
Avancia,Godello,2019,FALSE,4.3,375,Valdeorras,Other,23.4,1.3692,NA,NA,NA
Clos Mogador,Priorat,2005,FALSE,4.3,375,Priorato,Priorato,110.0,2.0414,Priorat Red,4,3
Cepa 21,Malabrigo Ribera del Duero,2015,FALSE,4.3,374,Ribera del Duero,Ribera del Duero,53.5,1.7284,Ribera Del Duero Red,5,3
Vinedos de Paganos,El Puntido,2017,FALSE,4.3,371,Rioja,Rioja,35.95,1.5557,Rioja Red,4,3
Morca,Godina Garnacha,2019,FALSE,4.3,370,Campo de Borja,Other,16.25,1.2109,Grenache,5,3
Vina Pedrosa,Perez Pascuas Gran Reserva Seleccion,2011,FALSE,4.3,370,Ribera del Duero,Ribera del Duero,498.614195,2.6978,Ribera Del Duero Red,5,3
Marques de Tomares,Rioja Gran Reserva,2010,FALSE,4.3,368,Rioja,Rioja,25.95,1.4141,Red,4,3
Sierra Cantabria,Coleccion Privada,2017,FALSE,4.3,366,Rioja,Rioja,29.0132184621944,1.4626,Rioja Red,4,3
Vall Llach,Porrera Vi de Vila,2012,FALSE,4.3,364,Priorato,Priorato,40.5,1.6075,Priorat Red,4,3
Quinta Sardonia,QS,2014,FALSE,4.3,358,Castilla y Leon,Other,35.85,1.5545,Red,4,3
Comenge,Don Miguel Comenge Reserva,2011,FALSE,4.3,355,Ribera del Duero,Ribera del Duero,38.4,1.5843,Ribera Del Duero Red,5,3
Abadal,3.9,2017,FALSE,4.3,345,Pla de Bages,Other,20.65,1.3149,Red,4,3
Bodega Numanthia,Numanthia,2016,FALSE,4.3,345,Toro,Toro,39.53,1.5969,Toro Red,5,3
Pago de Vallegarcia,Montes de Toledo Syrah,2018,FALSE,4.3,344,Castilla,Other,25.31,1.4033,Syrah,4,3
Alvaro Palacios,Vi de Vila Gratallops,2018,FALSE,4.3,344,Priorato,Priorato,53.95,1.732,Priorat Red,4,3
Hermanos Pecina,Finca Iscorta Gran Reserva,2010,FALSE,4.3,334,Rioja,Rioja,27.0,1.4314,Rioja Red,4,3
Abadia Retuerta,Le Domaine Blanco de Guarda,2016,FALSE,4.3,327,Sardon de Duero,Other,36.95,1.5676,NA,NA,NA
Biniagual,Finca Biniagual Veran,2017,FALSE,4.3,322,Binissalem-Mallorca,Other,26.5,1.4232,Red,4,3
Breca,Brega Garnacha,2017,FALSE,4.3,317,Calatayud,Other,27.9,1.4456,Grenache,5,3
Pintia,Toro,2001,FALSE,4.3,315,Toro,Toro,189.45,2.2775,Toro Red,5,3
Bodega Contador (Benjamin Romeo),La Cueva del Contador Rioja,2010,FALSE,4.3,312,Rioja,Rioja,90.0,1.9542,Rioja Red,NA,NA
Abadia Retuerta,Le Domaine Blanco de Guarda,2018,FALSE,4.3,309,Sardon de Duero,Other,34.1,1.5328,NA,NA,NA
Pradorey,Elite,2017,FALSE,4.3,301,Ribera del Duero,Ribera del Duero,35.51,1.5504,Ribera Del Duero Red,NA,NA
Terras Gauda,La Mar,2018,FALSE,4.3,301,Rias Baixas,Rias Baixas,27.7,1.4425,Albarino,NA,NA
Abadia Retuerta,Pago Garduna,2015,FALSE,4.3,299,Castilla y Leon,Other,75.0,1.8751,Syrah,NA,NA
Bodegas Faustino,I Gran Reserva,1982,FALSE,4.3,298,Rioja,Rioja,425.0,2.6284,Rioja Red,NA,NA
Teso La Monja,Victorino,2018,FALSE,4.3,298,Toro,Toro,35.51,1.5504,Toro Red,NA,NA
Ramon Bilbao,Mirto,2015,FALSE,4.3,297,Rioja,Rioja,33.9,1.5302,Rioja Red,NA,NA
Marques de Riscal,Rioja Reserva,1994,FALSE,4.3,296,Rioja,Rioja,65.0,1.8129,Rioja Red,NA,NA
Antidoto,La Hormiga de Antidoto,2018,FALSE,4.3,293,Ribera del Duero,Ribera del Duero,45.0,1.6532,Ribera Del Duero Red,NA,NA
Alvaro Palacios,Finca Dofi,2018,FALSE,4.3,292,Priorato,Priorato,84.9,1.9289,Priorat Red,NA,NA
Jaro,Chafandin,2015,FALSE,4.3,290,Ribera del Duero,Ribera del Duero,27.85,1.4448,Ribera Del Duero Red,NA,NA
Pago de Los Capellanes,Reserva Tinto,2018,FALSE,4.3,287,Ribera del Duero,Ribera del Duero,30.99,1.4912,Ribera Del Duero Red,NA,NA
Clos Mogador,Nelin Priorat,2016,FALSE,4.3,290,Priorato,Priorato,36.5,1.5623,NA,NA,NA
Bodega Tesalia,Arcos de la Frontera,2017,FALSE,4.3,284,Andalucia,Other,25.9,1.4133,Red,NA,NA
Pazo de Rubianes,Albarino,2020,FALSE,4.3,281,Rias Baixas,Rias Baixas,13.75,1.1383,Albarino,NA,NA
Allende,Calvario Rioja,2006,FALSE,4.3,279,Rioja,Rioja,53.35,1.7271,Rioja Red,NA,NA
Mas d'en Gil,Clos Fonta Priorat,2014,FALSE,4.3,278,Priorato,Priorato,54.5,1.7364,Priorat Red,NA,NA
Bodega Contador (Benjamin Romeo),La Cueva del Contador Rioja,2014,FALSE,4.3,275,Rioja,Rioja,90.15,1.955,Rioja Red,NA,NA
Godeval,Cepas Vellas Godello,2019,FALSE,4.3,272,Valdeorras,Other,18.48,1.2667,NA,NA,NA
Contino,Vina del Olivo,2007,FALSE,4.3,272,Rioja,Rioja,92.0,1.9638,Rioja Red,NA,NA
Dominio del Bendito,Las Sabias,2017,FALSE,4.3,270,Toro,Toro,22.55,1.3531,Toro Red,NA,NA
Clos Galena,Galena,2016,FALSE,4.3,264,Priorato,Priorato,17.95,1.2541,Priorat Red,NA,NA
Alvaro Palacios,Finca Dofi,2010,FALSE,4.3,263,Priorato,Priorato,85.0,1.9294,Priorat Red,NA,NA
Bosque de Matasnos,Bosque de Matasnos Etiqueta Blanca,2019,FALSE,4.3,260,Ribera del Duero,Ribera del Duero,26.9,1.4298,Ribera Del Duero Red,NA,NA
Contino,Vina del Olivo,2011,FALSE,4.3,260,Rioja,Rioja,63.95,1.8058,Rioja Red,4,3
Bodegas Olarra,Cerro Anon Rioja Gran Reserva,2015,FALSE,4.3,258,Rioja,Rioja,12.9,1.1106,Rioja Red,4,3
Castell d'Encus,Ekam,2019,FALSE,4.3,257,Costers del Segre,Costers del Segre,24.61,1.3911,NA,NA,NA
Dominio de Atauta,Llanos del Almendro Ribera del Duero,2009,FALSE,4.3,251,Ribera del Duero,Ribera del Duero,107.74,2.0324,Ribera Del Duero Red,5,3
Martinet,Clos Martinet,2004,FALSE,4.3,249,Priorato,Priorato,162.5,2.2109,Priorat Red,4,3
Ordonez,Vatan Tinta de Toro,2018,FALSE,4.3,247,Toro,Toro,33.6,1.5263,Toro Red,5,3
Enate,Chardonnay Fermentado en Barrica,2020,FALSE,4.3,244,Somontano,Other,16.9,1.2279,Chardonnay,4,3
Scala Dei,Masdeu,2013,FALSE,4.3,242,Priorato,Priorato,84.9,1.9289,Priorat Red,4,3
Francisco Barona,Ribera Del Duero,2019,FALSE,4.3,242,Ribera del Duero,Ribera del Duero,30.9,1.49,Ribera Del Duero Red,5,3
Dominio do Bibei,Lapola,2017,FALSE,4.3,241,Ribeira Sacra,Other,21.8,1.3385,NA,NA,NA
Taron,Pantocrator,2010,FALSE,4.3,241,Rioja Alta,Other,19.9,1.2989,Rioja Red,4,3
Castillo de Cuzcurrita,Senorio de Cuzcurrita Rioja,2017,FALSE,4.3,239,Rioja,Rioja,24.3677926503816,1.3868,Rioja Red,4,3
Castillo Perelada,Finca Malaveina,2018,FALSE,4.3,239,Emporda,Other,18.88,1.276,Red,4,3
Orben,Malpuesto,2017,FALSE,4.3,239,Rioja,Rioja,30.3,1.4814,Rioja Red,4,3
Penafiel,Silencio de Miros Ribera Del Duero,2015,FALSE,4.3,239,Ribera del Duero,Ribera del Duero,42.35,1.6269,Ribera Del Duero Red,5,3
Abadia Retuerta,Pago Valdebellon,2014,FALSE,4.3,237,Sardon de Duero,Other,64.5,1.8096,Cabernet Sauvignon,4,3
Clos Figueras,Clos Figueres,2012,FALSE,4.3,237,Priorato,Priorato,49.61,1.6956,Priorat Red,4,3
Marques de Murrieta,Castillo Ygay Gran Reserva Especial Tinto,1995,FALSE,4.3,234,Rioja,Rioja,145.0,2.1614,Rioja Red,4,3
Jorge Ordonez,No. 2 Victoria,2017,FALSE,4.3,232,Malaga,Other,21.4,1.3304,NA,NA,NA
Ontanon,Queiron Mi Lugar,2018,FALSE,4.3,232,Rioja,Rioja,21.5,1.3324,Rioja Red,4,3
Remelluri,Rioja Blanco,2016,FALSE,4.3,227,Rioja,Rioja,55.0,1.7404,Rioja White,3,3
Familia Torres,Purgatori Costers del Segre,2018,FALSE,4.3,228,Costers del Segre,Costers del Segre,27.9,1.4456,Red,4,3
Sonsierra,Perfume de Sonsierra,2014,FALSE,4.3,227,Rioja Alta,Other,28.5,1.4548,Rioja Red,4,3
Jaro,Chafandin,2011,FALSE,4.3,223,Ribera del Duero,Ribera del Duero,25.65,1.4091,Ribera Del Duero Red,5,3
Artadi,Valdegines,2017,FALSE,4.3,223,Vino de Espana,Vino de Espana,43.95,1.643,Tempranillo,4,2
